loss,iw,connectEnd,connectStart,responseStart,domInteractive,loadEventEnd,firstPaint,firstContentfulPaint,domInteractiveNorm,loadEventEndNorm,domComplete,domContentLoadedEventEnd,domContentLoadedEventStart,domainLookupEnd,domainLookupStart,duration,fetchStart,loadEventStart,requestStart,responseEnd,secureConnectionStart,startTime,orbit,transport
1.0,"10,10,10,10",143.70000004768372,8.299999952316284,274.09999990463257,408.2999999523163,4271.5,1064.5999999046326,1064.5999999046326,134.20000004768372,3997.400000095368,4271.5,408.39999985694885,408.39999985694885,8.299999952316284,8.200000047683716,4271.5,0.5,4271.5,143.89999985694885,405.09999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",158.59999990463257,7.400000095367432,308.20000004768366,442.5,3489.4000000953674,1150.0999999046326,1150.0999999046326,134.29999995231634,3181.200000047684,3489.4000000953674,442.5,442.5,7.400000095367432,7.400000095367432,3489.4000000953674,0.2999999523162842,3489.4000000953674,158.79999995231628,439.09999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",150.70000004768372,6.3999998569488525,282.09999990463257,445.59999990463257,4459.700000047684,1407.7999999523165,1407.7999999523165,163.5,4177.600000143051,4459.700000047684,445.7000000476837,445.7000000476837,6.3999998569488525,6.299999952316284,4459.700000047684,0.0999999046325683,4459.700000047684,150.79999995231628,442.39999985694885,0.0,0.0,leo,tcp
1.0,"10,10,10,10",155.3000001907349,6.700000047683716,316.0,497.0,5048.300000190735,1439.0,1439.0,181.0,4732.300000190735,5048.300000190735,497.0,497.0,6.700000047683716,6.600000143051148,5048.300000190735,0.4000000953674317,5048.300000190735,155.40000009536743,496.1000001430512,0.0,0.0,leo,tcp
1.0,"10,10,10,10",137.5,6.299999952316284,278.09999990463257,431.39999985694885,4548.699999809265,1346.6999998092654,1346.6999998092654,153.29999995231628,4270.599999904633,4548.699999809265,431.5,431.5,6.299999952316284,6.299999952316284,4548.699999809265,0.0999999046325683,4548.699999809265,137.59999990463257,428.19999980926514,0.0,0.0,leo,tcp
1.0,"10,10,10,10",146.09999990463257,7.399999856948851,336.09999990463257,459.39999985694885,5225.899999856949,2164.599999904633,2164.599999904633,123.29999995231628,4889.799999952316,5225.899999856949,459.5,459.5,7.399999856948851,7.399999856948851,5225.899999856949,0.0999999046325683,5225.899999856949,146.1999998092651,456.0,0.0,0.0,leo,tcp
1.0,"10,10,10,10",153.79999995231628,6.700000047683716,304.3999998569488,438.89999985694885,4365.799999952316,1392.7000000476835,1392.7000000476835,134.50000000000006,4061.400000095368,4365.799999952316,438.89999985694885,438.89999985694885,6.700000047683716,6.700000047683716,4365.799999952316,0.3999998569488525,4365.799999952316,154.09999990463257,435.09999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",155.60000014305115,6.5,1225.6000001430514,1410.8000001907349,4527.200000047684,2096.4000000953674,2096.4000000953674,185.2000000476835,3301.599999904633,4527.200000047684,1410.8000001907349,1410.8000001907349,6.5,6.5,4527.200000047684,0.3000001907348633,4527.200000047684,155.70000004768372,1407.3000001907349,0.0,0.0,leo,tcp
1.0,"10,10,10,10",153.79999995231628,7.0,394.1000001430512,547.9000000953673,5186.0,1267.9000000953674,1267.9000000953674,153.7999999523161,4791.899999856949,5186.0,547.9000000953673,547.9000000953673,7.0,7.0,5186.0,0.1000001430511474,5186.0,153.90000009536743,544.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",1400.6999998092651,7.299999952316284,1560.3999998569489,1693.8999998569489,5582.099999904633,2426.899999856949,2426.899999856949,133.5,4021.700000047684,5582.099999904633,1694.0,1694.0,7.299999952316284,7.299999952316284,5582.099999904633,0.1999998092651367,5582.099999904633,1400.8999998569489,1690.5,0.0,0.0,leo,tcp
1.0,"10,10,10,10",157.40000009536743,5.9000000953674325,287.70000004768366,422.4000000953674,4637.400000095367,2300.2999999523167,2300.2999999523167,134.70000004768372,4349.700000047683,4637.400000095367,422.4000000953674,422.4000000953674,5.9000000953674325,5.799999952316284,4637.400000095367,0.2999999523162842,4637.400000095367,157.5,418.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",166.90000009536743,5.799999952316284,2350.099999904633,2494.599999904633,8063.299999952315,3581.0,3581.0,144.5,5713.200000047682,8063.299999952315,2494.599999904633,2494.599999904633,5.799999952316284,5.700000047683716,8063.299999952315,0.0999999046325683,8063.299999952315,167.09999990463257,2491.099999904633,0.0,0.0,leo,tcp
1.0,"10,10,10,10",141.79999995231628,7.599999904632567,272.29999995231634,407.59999990463257,3629.700000047684,1191.2999999523165,1191.2999999523165,135.29999995231623,3357.4000000953674,3629.700000047684,407.7000000476837,407.59999990463257,7.599999904632567,7.5,3629.700000047684,0.0999999046325683,3629.700000047684,142.0,404.0,0.0,0.0,leo,tcp
1.0,"10,10,10,10",158.20000004768372,7.400000095367432,307.79999995231634,441.7999999523163,3525.7999999523163,1189.0,1189.0,133.99999999999994,3218.0,3525.7999999523163,441.9000000953674,441.9000000953674,7.400000095367432,7.400000095367432,3525.7999999523163,0.5,3525.7999999523163,158.29999995231628,438.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",200.29999995231628,7.599999904632567,350.8999998569488,514.8999998569489,4285.399999856949,1190.0,1190.0,164.00000000000006,3934.5,4285.399999856949,514.8999998569489,514.8999998569489,7.599999904632567,7.599999904632567,4285.399999856949,0.2000000476837158,4285.399999856949,200.39999985694885,511.59999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",133.60000014305115,6.600000143051148,303.6000001430512,447.0,3783.799999952316,1409.0,1409.0,143.3999998569488,3480.199999809265,3783.799999952316,447.1000001430512,447.0,6.600000143051148,6.600000143051148,3783.799999952316,0.2999999523162842,3783.799999952316,133.70000004768372,443.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",145.40000009536743,6.800000190734862,286.80000019073486,451.0,3633.700000047684,1191.7000000476835,1191.7000000476835,164.19999980926514,3346.899999856949,3633.700000047684,451.1000001430512,451.1000001430512,6.800000190734862,6.700000047683716,3633.700000047684,0.1000001430511474,3633.700000047684,145.5,447.1000001430512,0.0,0.0,leo,tcp
1.0,"10,10,10,10",141.70000004768372,7.299999952316284,301.5,454.9000000953674,4365.0,1166.5,1166.5,153.40000009536735,4063.5,4365.0,454.9000000953674,454.9000000953674,7.299999952316284,7.299999952316284,4365.0,0.9000000953674316,4365.0,141.70000004768372,451.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",156.09999990463257,6.599999904632568,295.5,450.59999990463257,3778.899999856949,1971.0999999046328,1971.0999999046328,155.09999990463257,3483.399999856949,3778.899999856949,450.59999990463257,450.59999990463257,6.599999904632568,6.599999904632568,3778.899999856949,0.0999999046325683,3778.899999856949,156.20000004768372,446.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",161.70000004768372,6.799999952316284,311.3999998569488,446.2000000476837,4239.799999952316,1856.3999998569489,1856.3999998569489,134.80000019073492,3928.400000095368,4239.799999952316,446.39999985694885,446.2999999523163,6.799999952316284,6.799999952316284,4239.799999952316,0.2000000476837158,4239.799999952316,161.89999985694885,443.2000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",141.79999995231628,7.200000047683716,292.29999995231634,425.9000000953674,4773.5999999046335,1304.5,1304.5,133.60000014305103,4481.299999952317,4773.5999999046335,425.9000000953674,425.9000000953674,7.200000047683716,7.200000047683716,4773.5999999046335,0.2999999523162842,4773.5999999046335,141.90000009536743,422.59999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",124.59999990463255,5.3999998569488525,254.0,388.7999999523163,8315.899999856949,1073.1999998092654,1073.1999998092654,134.79999995231628,8061.899999856949,8315.899999856949,388.7999999523163,388.7999999523163,5.3999998569488525,5.3999998569488525,8315.899999856949,0.1999998092651367,8315.899999856949,124.69999980926514,385.89999985694885,0.0,0.0,leo,tcp
1.0,"10,10,10,10",164.89999985694885,6.0,316.59999990463257,450.2999999523163,3887.899999856949,1178.8999998569486,1178.8999998569486,133.70000004768372,3571.2999999523163,3887.799999952316,450.2999999523163,450.2999999523163,6.0,6.0,3887.899999856949,0.2000000476837158,3887.899999856949,165.09999990463257,446.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",144.0,6.9000000953674325,273.40000009536743,467.6000001430512,5322.0,1206.8000001907346,1206.8000001907346,194.20000004768377,5048.599999904633,5322.0,467.6000001430512,467.6000001430512,6.9000000953674325,6.9000000953674325,5322.0,0.2000000476837158,5322.0,144.10000014305115,464.0,0.0,0.0,leo,tcp
1.0,"10,10,10,10",147.5,7.6000001430511475,277.79999995231634,412.0,3770.299999952316,1109.7999999523165,1109.7999999523165,134.20000004768366,3492.5,3770.200000047684,412.0,412.0,7.6000001430511475,7.6000001430511475,3770.299999952316,0.4000000953674317,3770.299999952316,147.60000014305115,408.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",155.0,8.200000047683716,314.79999995231634,498.5,5201.799999952316,1453.2999999523165,1453.2999999523165,183.7000000476837,4887.0,5201.799999952316,498.6000001430512,498.6000001430512,8.200000047683716,8.100000143051147,5201.799999952316,0.5,5201.799999952316,155.20000004768372,495.5,0.0,0.0,leo,tcp
1.0,"10,10,10,10",152.40000009536743,6.4000000953674325,473.7999999523163,535.9000000953673,5135.5,1640.2999999523165,1640.2999999523165,62.10000014305104,4661.700000047684,5135.400000095367,535.9000000953673,535.9000000953673,6.4000000953674325,6.4000000953674325,5135.5,0.2999999523162842,5135.5,152.5,495.59999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",152.20000004768372,7.700000047683716,302.90000009536743,437.2000000476837,12682.5,1057.8000001907346,1057.8000001907346,134.29999995231628,12379.599999904633,12682.5,437.30000019073486,437.30000019073486,7.700000047683716,7.6000001430511475,12682.5,0.9000000953674316,12682.5,152.40000009536743,433.9000000953674,0.0,0.0,leo,tcp
1.0,"10,10,10,10",162.39999985694885,6.299999952316284,293.1999998092652,427.19999980926514,4337.5999999046335,1299.2999999523165,1299.2999999523165,133.99999999999994,4044.400000095368,4337.5,427.2999999523163,427.2999999523163,6.299999952316284,6.299999952316284,4337.5999999046335,0.1999998092651367,4337.5999999046335,162.59999990463257,423.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",140.5,6.600000143051148,270.90000009536743,404.1000001430512,3971.5,1208.2999999523165,1208.2999999523165,133.20000004768377,3700.599999904633,3971.5,404.1000001430512,404.1000001430512,6.600000143051148,6.600000143051148,3971.5,0.4000000953674317,3971.5,140.60000014305115,400.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",161.70000004768372,7.800000190734862,322.70000004768366,477.0,4323.200000047684,1497.0,1497.0,154.29999995231634,4000.5,4323.200000047684,477.1000001430512,477.1000001430512,7.800000190734862,7.800000190734862,4323.200000047684,0.3000001907348633,4323.200000047684,161.8000001907349,473.9000000953674,0.0,0.0,leo,tcp
1.0,"10,10,10,10",143.20000004768372,7.200000047683716,283.70000004768366,437.39999985694885,4129.399999856949,1323.7999999523165,1323.7999999523165,153.6999998092652,3845.699999809265,4129.399999856949,437.5,437.5,7.200000047683716,7.200000047683716,4129.399999856949,0.3999998569488525,4129.399999856949,143.29999995231628,433.89999985694885,0.0,0.0,leo,tcp
1.0,"10,10,10,10",3195.5,7.899999856948851,3395.5,3528.700000047684,8152.0,4353.5,4353.5,133.20000004768372,4756.5,8152.0,3528.899999856949,3528.899999856949,7.899999856948851,7.899999856948851,8152.0,0.2000000476837158,8152.0,3195.700000047684,3525.599999904633,0.0,0.0,leo,tcp
1.0,"10,10,10,10",146.0,7.5,377.39999985694885,663.7000000476837,3734.200000047684,1320.7999999523165,1320.7999999523165,286.30000019073486,3356.800000190735,3734.099999904633,663.7000000476837,663.7000000476837,7.5,7.5,3734.200000047684,0.2000000476837158,3734.200000047684,146.09999990463257,637.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",147.39999985694885,7.299999952316284,748.2999999523163,882.3999998569489,4845.0999999046335,1637.5999999046326,1637.5999999046326,134.09999990463257,4096.799999952317,4845.0999999046335,882.3999998569489,882.3999998569489,7.299999952316284,7.200000047683716,4845.0999999046335,0.2000000476837158,4845.0999999046335,147.5,879.2999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",157.5,6.099999904632568,288.09999990463257,852.5999999046326,5502.799999952315,1546.5999999046326,1546.5999999046326,564.5,5214.700000047683,5502.699999809265,852.5999999046326,852.5999999046326,6.099999904632568,6.099999904632568,5502.799999952315,0.1999998092651367,5502.799999952315,157.6999998092651,839.0,0.0,0.0,leo,tcp
1.0,"10,10,10,10",168.40000009536743,6.4000000953674325,319.0,482.7999999523163,4509.200000047684,1206.0,1206.0,163.79999995231628,4190.200000047684,4509.200000047684,482.7999999523163,482.7999999523163,6.4000000953674325,6.4000000953674325,4509.200000047684,0.2999999523162842,4509.200000047684,168.5,479.5,0.0,0.0,leo,tcp
1.0,"10,10,10,10",194.0,7.5,324.3999998569488,457.69999980926514,4730.5999999046335,1482.1999998092651,1482.1999998092651,133.29999995231634,4406.200000047685,4730.5999999046335,457.7999999523163,457.7999999523163,7.5,7.5,4730.5999999046335,0.2999999523162842,4730.5999999046335,194.1999998092652,454.39999985694885,0.0,0.0,leo,tcp
1.0,"10,10,10,10",140.5,7.5,271.80000019073486,908.5,5304.5,1618.9000000953674,1618.9000000953674,636.6999998092651,5032.699999809265,5304.5,908.5,908.5,7.5,7.5,5304.5,0.3000001907348633,5304.5,140.5,893.2000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",144.5,6.8999998569488525,274.1999998092652,408.19999980926514,5526.89999985695,1095.0,1095.0,133.99999999999994,5252.700000047685,5526.89999985695,408.2999999523163,408.2999999523163,6.8999998569488525,6.8999998569488525,5526.89999985695,0.1999998092651367,5526.89999985695,144.6999998092651,404.89999985694885,0.0,0.0,leo,tcp
1.0,"10,10,10,10",148.5,7.0,299.09999990463257,433.7000000476837,4732.0999999046335,1073.4000000953674,1073.4000000953674,134.60000014305115,4433.000000000001,4732.0999999046335,433.7000000476837,433.7000000476837,7.0,7.0,4732.0999999046335,0.2000000476837158,4732.0999999046335,148.59999990463257,430.2000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",158.1999998092651,7.599999904632567,1250.8999998569486,3728.299999952316,14839.09999990463,8563.799999952316,8563.799999952316,2477.4000000953674,13588.200000047682,14839.09999990463,3728.399999856949,3728.399999856949,7.599999904632567,7.599999904632567,14839.09999990463,0.3999998569488525,14839.09999990463,158.29999995231628,3724.899999856949,0.0,0.0,leo,tcp
1.0,"10,10,10,10",149.8000001907349,5.5,299.30000019073486,463.0,4524.100000143051,1240.9000000953674,1240.9000000953674,163.69999980926514,4224.799999952316,4524.100000143051,463.1000001430512,463.1000001430512,5.5,5.5,4524.100000143051,0.4000000953674317,4524.100000143051,149.90000009536743,459.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",161.39999985694885,7.599999904632567,292.6999998092652,631.8999998569489,4828.5999999046335,1300.6999998092654,1300.6999998092654,339.20000004768366,4535.900000095368,4828.5999999046335,631.8999998569489,631.8999998569489,7.599999904632567,7.5,4828.5999999046335,0.5,4828.5999999046335,161.39999985694885,602.6999998092651,0.0,0.0,leo,tcp
1.0,"10,10,10,10",158.39999985694885,7.299999952316284,278.70000004768366,1755.5999999046326,7103.0,2257.200000047684,2257.200000047684,1476.8999998569489,6824.299999952316,7103.0,1755.5999999046326,1755.5999999046326,7.299999952316284,7.299999952316284,7103.0,0.5,7103.0,158.59999990463257,1741.0999999046326,0.0,0.0,leo,tcp
1.0,"10,10,10,10",211.90000009536743,7.099999904632568,352.40000009536743,505.59999990463257,3713.299999952316,1335.0999999046326,1335.0999999046326,153.19999980926514,3360.899999856949,3713.299999952316,505.7000000476837,505.7000000476837,7.099999904632568,7.0,3713.299999952316,0.2999999523162842,3713.299999952316,212.0,502.4000000953674,0.0,0.0,leo,tcp
1.0,"10,10,10,10",240.7000000476837,7.5,452.1000001430512,806.5,4702.700000047684,1406.6000001430511,1406.6000001430511,354.3999998569488,4250.599999904633,4702.700000047684,806.6000001430511,806.6000001430511,7.5,7.5,4702.700000047684,0.3000001907348633,4702.700000047684,240.8000001907349,792.5,0.0,0.0,leo,tcp
1.0,"10,10,10,10",144.59999990463257,7.5,295.29999995231634,418.5,6107.39999985695,1177.5999999046326,1177.5999999046326,123.20000004768366,5812.0999999046335,6107.299999952315,418.59999990463257,418.59999990463257,7.5,7.399999856948851,6107.39999985695,0.2999999523162842,6107.39999985695,144.79999995231628,415.0,0.0,0.0,leo,tcp
1.0,"10,10,10,10",158.5,6.700000047683716,319.29999995231634,472.7999999523163,6572.5,1749.8999998569489,1749.8999998569489,153.49999999999994,6253.200000047684,6572.5,472.7999999523163,472.7999999523163,6.700000047683716,6.700000047683716,6572.5,0.2000000476837158,6572.5,158.70000004768372,469.59999990463257,0.0,0.0,leo,tcp
1.0,"10,10,10,10",147.39999985694885,6.299999952316284,298.09999990463257,431.2999999523163,3739.200000047684,1286.8999998569486,1286.8999998569486,133.20000004768372,3441.100000143051,3739.099999904633,431.39999985694885,431.39999985694885,6.299999952316284,6.299999952316284,3739.200000047684,0.2999999523162842,3739.200000047684,147.5,428.2000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",1164.7999999523165,6.299999952316284,1334.3999998569486,1489.5,6143.099999904633,4806.299999952316,4806.299999952316,155.10000014305135,4808.700000047684,6143.0,1489.5,1489.5,6.299999952316284,6.299999952316284,6143.099999904633,0.1999998092651367,6143.099999904633,1164.8999998569486,1485.5999999046326,0.0,0.0,leo,tcp
1.0,"10,10,10,10",151.10000014305115,6.5,280.5,458.2999999523163,4843.200000047684,1115.7999999523165,1115.7999999523165,177.79999995231628,4562.700000047684,4843.100000143051,458.2999999523163,458.2999999523163,6.5,6.5,4843.200000047684,0.2999999523162842,4843.200000047684,151.29999995231628,411.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",150.5,7.400000095367432,300.0,444.59999990463257,3931.099999904633,1150.0999999046326,1150.0999999046326,144.59999990463257,3631.099999904633,3931.099999904633,444.7000000476837,444.7000000476837,7.400000095367432,7.400000095367432,3931.099999904633,0.2000000476837158,3931.099999904633,150.5,441.4000000953674,0.0,0.0,leo,tcp
1.0,"10,10,10,10",163.59999990463257,7.799999952316284,284.79999995231634,418.2999999523163,4143.0999999046335,1093.5,1093.5,133.49999999999994,3858.299999952317,4143.0999999046335,418.2999999523163,418.2999999523163,7.799999952316284,7.799999952316284,4143.0999999046335,0.9000000953674316,4143.0999999046335,163.70000004768372,414.7999999523163,0.0,0.0,leo,tcp
1.0,"10,10,10,10",3187.0,7.6000001430511475,3357.800000190735,3500.9000000953674,8990.100000143051,4163.5,4163.5,143.09999990463257,5632.299999952316,8990.100000143051,3500.9000000953674,3500.9000000953674,7.6000001430511475,7.6000001430511475,8990.100000143051,0.3000001907348633,8990.100000143051,3187.200000047684,3497.9000000953674,0.0,0.0,leo,tcp
1.0,"10,10,10,10",163.0,7.800000190734862,343.0,497.1000001430512,4307.200000047684,1830.3000001907349,1830.3000001907349,154.1000001430512,3964.200000047684,4307.200000047684,497.2000000476837,497.1000001430512,7.800000190734862,7.800000190734862,4307.200000047684,0.3000001907348633,4307.200000047684,163.20000004768372,493.2000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",146.60000014305115,7.6000001430511475,296.20000004768366,459.7000000476837,4132.400000095367,1172.4000000953674,1172.4000000953674,163.50000000000006,3836.200000047683,4132.400000095367,459.7000000476837,459.7000000476837,7.6000001430511475,7.6000001430511475,4132.400000095367,0.2000000476837158,4132.400000095367,146.79999995231628,456.4000000953674,0.0,0.0,leo,tcp
1.0,"10,10,10,10",162.20000004768372,7.599999904632567,322.0,476.2999999523163,4121.299999952316,1248.9000000953674,1248.9000000953674,154.29999995231628,3799.299999952316,4121.299999952316,476.4000000953674,476.4000000953674,7.599999904632567,7.599999904632567,4121.299999952316,0.2999999523162842,4121.299999952316,162.40000009536743,473.2000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",7269.599999904633,257.39999985694885,7419.299999952315,7553.39999985695,15851.699999809263,8798.899999856949,8798.899999856949,134.0999999046344,8432.399999856949,15851.699999809263,7553.39999985695,7553.39999985695,257.39999985694885,257.39999985694885,15851.699999809263,0.1999998092651367,15851.699999809263,7269.699999809265,7550.199999809265,0.0,0.0,leo,tcp
1.0,"10,10,10,10",145.5,5.8999998569488525,306.20000004768366,460.09999990463257,4598.200000047684,2162.099999904633,2162.099999904633,153.8999998569489,4292.0,4598.200000047684,460.09999990463257,460.09999990463257,5.8999998569488525,5.799999952316284,4598.200000047684,0.2000000476837158,4598.200000047684,145.70000004768372,456.5,0.0,0.0,leo,tcp
1.0,"10,10,10,10",132.29999995231628,6.599999904632568,261.70000004768366,396.2000000476837,4408.299999952316,1514.9000000953674,1514.9000000953674,134.50000000000006,4146.599999904633,4408.299999952316,396.2999999523163,396.2000000476837,6.599999904632568,6.599999904632568,4408.299999952316,0.0999999046325683,4408.299999952316,132.5,392.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",142.3000001907349,7.300000190734862,281.80000019073486,1637.7000000476835,7508.0,2318.700000047684,2318.700000047684,1355.8999998569486,7226.199999809265,7507.900000095367,1637.8000001907349,1637.8000001907349,7.300000190734862,7.300000190734862,7508.0,0.2000000476837158,7508.0,142.40000009536743,1634.1000001430511,0.0,0.0,leo,tcp
1.0,"10,10,10,10",153.09999990463257,8.0,293.59999990463257,437.0,3429.599999904633,1455.2999999523165,1455.2999999523165,143.40000009536743,3136.0000000000005,3429.599999904633,437.09999990463257,437.09999990463257,8.0,8.0,3429.599999904633,0.7000000476837158,3429.599999904633,153.29999995231628,433.7000000476837,0.0,0.0,leo,tcp
1.0,"10,10,10,10",145.5,8.0,275.6999998092652,409.89999985694885,4275.799999952316,1270.0999999046326,1270.0999999046326,134.20000004768366,4000.100000143051,4275.799999952316,410.0,409.89999985694885,8.0,8.0,4275.799999952316,0.3999998569488525,4275.799999952316,145.59999990463257,406.7999999523163,0.0,0.0,leo,tcp
