second,quic,tcp,orbit,pep,iw,loss
15.500000000000002,19460.203101200706,14474.416451709078,leo,1,"10,100,100,10",10^0
15.6,19478.98008737626,14509.701348647966,leo,1,"10,100,100,10",10^0
15.7,19517.258275815457,14531.556552510308,leo,1,"10,100,100,10",10^0
15.8,19532.038249916728,14560.844609464168,leo,1,"10,100,100,10",10^0
15.9,19555.386546535457,14584.699903214305,leo,1,"10,100,100,10",10^0
16.0,19574.730230280704,14623.84623980536,leo,1,"10,100,100,10",10^0
16.099999999999998,19596.36158150751,14664.126125564962,leo,1,"10,100,100,10",10^0
16.2,19621.921721034763,14701.264368416341,leo,1,"10,100,100,10",10^0
16.3,19642.798389714633,14739.972764844335,leo,1,"10,100,100,10",10^0
16.4,19674.127277322215,14784.397572235546,leo,1,"10,100,100,10",10^0
16.5,19701.267362592072,14817.393115208106,leo,1,"10,100,100,10",10^0
16.599999999999998,19736.682551495334,14865.248317496977,leo,1,"10,100,100,10",10^0
16.7,19766.73677283484,14903.671427633766,leo,1,"10,100,100,10",10^0
16.8,19799.896926785328,14945.239186603823,leo,1,"10,100,100,10",10^0
16.9,19829.409015756548,14985.237334710699,leo,1,"10,100,100,10",10^0
17.0,19860.518838217595,15022.089789548985,leo,1,"10,100,100,10",10^0
17.099999999999998,19889.925898755973,15057.525094175153,leo,1,"10,100,100,10",10^0
17.2,19927.951823858923,15098.382430799316,leo,1,"10,100,100,10",10^0
17.3,19956.349699099326,15146.236406839485,leo,1,"10,100,100,10",10^0
17.4,19985.702027226795,15178.8028531215,leo,1,"10,100,100,10",10^0
17.5,20001.224449393547,15221.08524066489,leo,1,"10,100,100,10",10^0
17.599999999999998,20019.751319656545,15252.365599680123,leo,1,"10,100,100,10",10^0
17.7,20037.8810024673,15311.369864141589,leo,1,"10,100,100,10",10^0
17.8,20053.333557869882,15351.509801806207,leo,1,"10,100,100,10",10^0
17.9,20066.050889068607,15391.217300834182,leo,1,"10,100,100,10",10^0
18.0,20081.025418860292,15429.21503531808,leo,1,"10,100,100,10",10^0
18.1,20103.03663779076,15480.78134538001,leo,1,"10,100,100,10",10^0
18.2,20130.875600286585,15518.06555423165,leo,1,"10,100,100,10",10^0
18.3,20141.295171678503,15561.061250822615,leo,1,"10,100,100,10",10^0
