second,quic,tcp,orbit,pep,iw,loss
23.0,13933.697255456136,9233.642185590179,geo,1,"10,100,100,10",10^-02
24.0,15646.141317206515,8811.291561686177,geo,1,"10,100,100,10",10^-02
25.0,13325.696307908516,8333.940416208348,geo,1,"10,100,100,10",10^-02
26.0,14547.503648116754,8027.003496392591,geo,1,"10,100,100,10",10^-02
27.0,14456.701056936812,7778.397603888031,geo,1,"10,100,100,10",10^-02
28.0,13521.334536048527,7420.856689677918,geo,1,"10,100,100,10",10^-02
29.0,11838.442853351122,6768.455837858782,geo,1,"10,100,100,10",10^-02
30.0,13218.204313438164,6779.399332755112,geo,1,"10,100,100,10",10^-02
1.0,416.1025835680414,623.1768148097788,geo,0,"10,10,10,10",0
2.0,1499.7671891026998,1025.2443289891253,geo,0,"10,10,10,10",0
3.0,2094.4326532750833,2141.771404447826,geo,0,"10,10,10,10",0
4.0,8455.793089395303,5502.609804186841,geo,0,"10,10,10,10",0
5.0,15183.95693090781,9155.769576576988,geo,0,"10,10,10,10",0
6.0,17903.645965748718,14601.551959979863,geo,0,"10,10,10,10",0
7.0,17867.95358317495,17854.010963151064,geo,0,"10,10,10,10",0
8.0,17891.744925955245,18028.74294659169,geo,0,"10,10,10,10",0
9.0,17888.102197839853,18046.14945788915,geo,0,"10,10,10,10",0
10.0,17876.232444497466,18034.678372929706,geo,0,"10,10,10,10",0
11.0,8373.854283892784,18039.896544699073,geo,0,"10,10,10,10",0
12.0,17609.89924266411,18039.846580429126,geo,0,"10,10,10,10",0
13.0,12523.021510431405,18037.001947965724,geo,0,"10,10,10,10",0
14.0,5955.376997555776,18038.852815647264,geo,0,"10,10,10,10",0
15.0,15149.970208406774,18033.768375881307,geo,0,"10,10,10,10",0
16.0,14443.17169676521,18033.797945954397,geo,0,"10,10,10,10",0
17.0,17609.05015889145,18026.601581277908,geo,0,"10,10,10,10",0
18.0,15570.39247231204,17966.493523563055,geo,0,"10,10,10,10",0
19.0,15368.85397080056,17994.100901479735,geo,0,"10,10,10,10",0
20.0,16483.114601351408,18004.088798464792,geo,0,"10,10,10,10",0
21.0,14876.985637295887,18017.833310880585,geo,0,"10,10,10,10",0
22.0,14589.484726964554,18037.476894746767,geo,0,"10,10,10,10",0
23.0,16389.6182561775,18031.40104084077,geo,0,"10,10,10,10",0
24.0,14978.122016811874,18054.64863188203,geo,0,"10,10,10,10",0
25.0,17188.40908998566,18030.15775112951,geo,0,"10,10,10,10",0
26.0,13851.632166311765,18037.113195626753,geo,0,"10,10,10,10",0
27.0,13401.446617983847,18046.497111457644,geo,0,"10,10,10,10",0
28.0,15579.823819847967,18026.014871646377,geo,0,"10,10,10,10",0
29.0,13650.496857378308,18042.84237394678,geo,0,"10,10,10,10",0
30.0,14933.538697803991,18041.908755685938,geo,0,"10,10,10,10",0
1.0,417.70206219941355,608.071603304843,geo,0,"10,10,10,10",10^-02
2.0,1525.513356228736,992.7719895662215,geo,0,"10,10,10,10",10^-02
3.0,1999.4182532432328,2147.657031420475,geo,0,"10,10,10,10",10^-02
4.0,8186.1438352335545,5318.133148341899,geo,0,"10,10,10,10",10^-02
5.0,13485.445721763881,8111.700429012251,geo,0,"10,10,10,10",10^-02
6.0,15883.61240254238,12979.269702066125,geo,0,"10,10,10,10",10^-02
7.0,15556.943041309962,13403.798593644657,geo,0,"10,10,10,10",10^-02
8.0,15530.136257490818,14198.414614056566,geo,0,"10,10,10,10",10^-02
9.0,15276.715493739977,13592.933009225919,geo,0,"10,10,10,10",10^-02
10.0,15204.97845629649,13550.071653361305,geo,0,"10,10,10,10",10^-02
11.0,11477.197173844555,12093.967323897454,geo,0,"10,10,10,10",10^-02
12.0,14233.477404257399,12731.439913351676,geo,0,"10,10,10,10",10^-02
13.0,12035.492978027347,12344.425937461492,geo,0,"10,10,10,10",10^-02
14.0,11142.820559078738,12609.161361419316,geo,0,"10,10,10,10",10^-02
15.0,12940.513754924244,11795.309414585938,geo,0,"10,10,10,10",10^-02
16.0,13475.810278651656,11767.1754790535,geo,0,"10,10,10,10",10^-02
17.0,13618.257312654492,12002.570426365697,geo,0,"10,10,10,10",10^-02
18.0,13306.009346801453,11214.411081897777,geo,0,"10,10,10,10",10^-02
19.0,12276.9954916504,11282.017652365244,geo,0,"10,10,10,10",10^-02
20.0,12938.302991820858,10634.173886004202,geo,0,"10,10,10,10",10^-02
21.0,12205.417738755856,10056.716145259834,geo,0,"10,10,10,10",10^-02
22.0,11895.78911634338,9698.103128373192,geo,0,"10,10,10,10",10^-02
23.0,12420.150631260609,9434.028021023201,geo,0,"10,10,10,10",10^-02
24.0,11115.45920015077,8337.410559715616,geo,0,"10,10,10,10",10^-02
25.0,11776.5098257901,8581.614660149797,geo,0,"10,10,10,10",10^-02
26.0,11082.437010132868,7224.7589206992125,geo,0,"10,10,10,10",10^-02
27.0,10407.073766985106,7542.772110112293,geo,0,"10,10,10,10",10^-02
28.0,10322.552604926035,6261.130113087923,geo,0,"10,10,10,10",10^-02
29.0,9635.272553682813,6432.562152183165,geo,0,"10,10,10,10",10^-02
30.0,10726.853530179558,5705.593320545114,geo,0,"10,10,10,10",10^-02
1.0,8606.941442231668,6069.006538030007,leo,1,"10,100,100,10",10^-02
2.0,15372.024887330106,12413.313327100586,leo,1,"10,100,100,10",10^-02
3.0,16688.520100412792,15328.431580294726,leo,1,"10,100,100,10",10^-02
4.0,15625.363586002508,17777.4114437205,leo,1,"10,100,100,10",10^-02
5.0,15837.713638712843,18067.721214282723,leo,1,"10,100,100,10",10^-02
6.0,16245.36318751839,17323.995123019304,leo,1,"10,100,100,10",10^-02
7.0,15693.845667930773,17590.781944476264,leo,1,"10,100,100,10",10^-02
8.0,15722.12673065625,17058.28380430751,leo,1,"10,100,100,10",10^-02
9.0,16053.545983196547,18066.151763957347,leo,1,"10,100,100,10",10^-02
10.0,16083.568806411255,16494.615520407868,leo,1,"10,100,100,10",10^-02
11.0,15974.721380292456,18510.98605051493,leo,1,"10,100,100,10",10^-02
12.0,15997.358319212968,17242.438869567148,leo,1,"10,100,100,10",10^-02
13.0,16315.605944937643,18187.155657358602,leo,1,"10,100,100,10",10^-02
14.0,16396.460767759665,16912.88226225332,leo,1,"10,100,100,10",10^-02
15.0,16218.69763391424,17021.5296887211,leo,1,"10,100,100,10",10^-02
16.0,16168.736093188292,16949.049043163548,leo,1,"10,100,100,10",10^-02
17.0,17004.36988188598,17107.56837317113,leo,1,"10,100,100,10",10^-02
18.0,17778.098181415357,16587.296712476476,leo,1,"10,100,100,10",10^-02
19.0,17307.135631684898,16565.710998140275,leo,1,"10,100,100,10",10^-02
20.0,18281.092876170027,16523.369271625405,leo,1,"10,100,100,10",10^-02
21.0,16999.000417689494,15922.767534901317,leo,1,"10,100,100,10",10^-02
22.0,16342.397312851284,15553.09979423514,leo,1,"10,100,100,10",10^-02
23.0,16711.830583063285,15063.706601639606,leo,1,"10,100,100,10",10^-02
24.0,18126.60839027788,15133.909373918128,leo,1,"10,100,100,10",10^-02
25.0,17587.613030458317,15338.81413974806,leo,1,"10,100,100,10",10^-02
26.0,17955.096158603228,15316.07694062161,leo,1,"10,100,100,10",10^-02
27.0,16418.87273091066,15687.513388243031,leo,1,"10,100,100,10",10^-02
28.0,15852.534821935396,15594.070188534775,leo,1,"10,100,100,10",10^-02
29.0,16368.290759772543,15494.709625623631,leo,1,"10,100,100,10",10^-02
30.0,16186.339092589918,15068.63779319686,leo,1,"10,100,100,10",10^-02
1.0,3673.3209651225625,1325.1415583076769,geo,1,"10,100,100,10",0
2.0,7313.323083557627,3567.9539605985838,geo,1,"10,100,100,10",0
3.0,11224.933971682114,6073.119222599484,geo,1,"10,100,100,10",0
4.0,17891.995450200866,10453.309996251794,geo,1,"10,100,100,10",0
5.0,17898.379911852666,18027.639660780867,geo,1,"10,100,100,10",0
6.0,17977.460483872874,18042.190558823186,geo,1,"10,100,100,10",0
7.0,17877.909092966802,18038.76287093204,geo,1,"10,100,100,10",0
8.0,17655.90528632296,18031.45211707868,geo,1,"10,100,100,10",0
9.0,17345.65304089516,18039.451617359267,geo,1,"10,100,100,10",0
10.0,17340.955343960544,18045.79078345026,geo,1,"10,100,100,10",0
11.0,17287.847744910752,18032.882322901183,geo,1,"10,100,100,10",0
12.0,17233.38079673172,18043.523495073343,geo,1,"10,100,100,10",0
13.0,17933.993118398175,18037.10599655256,geo,1,"10,100,100,10",0
14.0,17301.865578676046,18033.66619858354,geo,1,"10,100,100,10",0
15.0,17383.453740477613,18043.477938643657,geo,1,"10,100,100,10",0
16.0,17347.52249293088,18025.640488110843,geo,1,"10,100,100,10",0
17.0,17175.331662107612,17978.439869823265,geo,1,"10,100,100,10",0
18.0,17099.0698262935,18002.509583659023,geo,1,"10,100,100,10",0
19.0,17630.270151074517,17980.043651079242,geo,1,"10,100,100,10",0
20.0,16942.538008038922,18025.079768793716,geo,1,"10,100,100,10",0
21.0,16798.311255828285,18035.690535389796,geo,1,"10,100,100,10",0
22.0,17841.863484932874,18027.49844388089,geo,1,"10,100,100,10",0
23.0,18848.16826661423,18037.336884515007,geo,1,"10,100,100,10",0
24.0,17058.26184513188,18041.582463809653,geo,1,"10,100,100,10",0
25.0,17012.082353336846,18039.298110461546,geo,1,"10,100,100,10",0
26.0,16791.81251055119,18036.353005291297,geo,1,"10,100,100,10",0
27.0,16743.231290687334,18037.435410600665,geo,1,"10,100,100,10",0
28.0,17796.335570147232,18033.151573206833,geo,1,"10,100,100,10",0
29.0,18063.86534848157,18048.593559315217,geo,1,"10,100,100,10",0
30.0,18021.45587747915,18026.583727031462,geo,1,"10,100,100,10",0
